,year,epiweek,geo_code,hhs,symptom:Fever,symptom:Low-grade fever,symptom:Cough,symptom:Sore throat,symptom:Headache,symptom:Fatigue,symptom:Vomiting,symptom:Diarrhea,symptom:Shortness of breath,symptom:Chest pain,symptom:Dizziness,symptom:Confusion,symptom:Generalized tonic–clonic seizure,symptom:Weakness
233,2020,27,AR,6,5.91,0.37,5.54,2.01,6.13,6.58,3.63,5.74,1.15,2.28,2.4,0.34,0.31,0.58
234,2020,28,AR,6,6.62,0.45,5.54,2.25,6.32,6.83,3.76,5.94,1.18,2.31,2.52,0.37,0.29,0.66
235,2020,29,AR,6,6.62,0.39,5.53,2.27,6.34,6.75,3.79,5.89,1.23,2.23,2.39,0.36,0.28,0.69
236,2020,30,AR,6,6.04,0.38,5.26,2.19,6.2,6.79,3.76,5.81,1.2,2.21,2.33,0.38,0.3,0.66
237,2020,31,AR,6,5.67,0.37,5.24,2.17,6.15,6.58,3.65,5.83,1.18,2.18,2.29,0.36,0.27,0.61
238,2020,32,AR,6,5.6,0.34,5.08,2.11,6.12,6.49,3.69,5.93,1.1,2.13,2.32,0.37,0.3,0.62
239,2020,33,AR,6,5.27,0.32,4.83,2.01,6.13,6.33,3.69,5.61,1.08,2.09,2.37,0.38,0.27,0.59
240,2020,34,AR,6,5.23,0.32,4.8,2.03,5.81,6.28,3.39,5.38,1.0,2.02,2.21,0.36,0.32,0.61
241,2020,35,AR,6,4.79,0.29,4.47,1.91,5.27,6.03,3.13,4.88,0.95,1.77,1.99,0.4,0.28,0.6
242,2020,36,AR,6,5.41,0.37,4.98,2.17,5.55,6.29,3.26,5.23,0.99,1.95,2.1,0.4,0.29,0.6
243,2020,37,AR,6,5.55,0.34,5.63,2.42,5.88,6.54,3.41,5.42,1.04,1.94,2.21,0.4,0.28,0.61
244,2020,38,AR,6,5.5,0.31,5.59,2.43,5.63,6.51,3.42,5.34,1.08,2.0,2.11,0.42,0.29,0.62
245,2020,39,AR,6,5.23,0.31,5.63,2.23,5.62,6.46,3.31,5.32,1.1,1.96,2.02,0.41,0.28,0.64
246,2020,40,AR,6,5.22,0.37,5.8,2.19,5.48,6.47,3.43,5.08,1.12,2.35,2.0,0.41,0.28,0.63
247,2020,41,AR,6,5.41,0.36,6.06,2.33,5.61,6.55,3.4,5.19,1.16,1.94,2.12,0.39,0.28,0.7
248,2020,42,AR,6,4.95,0.34,5.78,2.16,5.66,6.25,3.41,5.01,1.05,1.93,2.05,0.39,0.28,0.62
249,2020,43,AR,6,4.91,0.31,5.76,2.08,5.65,6.37,3.44,5.03,1.1,1.99,2.24,0.38,0.3,0.62
250,2020,44,AR,6,4.9,0.31,5.99,2.23,5.52,6.09,3.46,4.84,1.02,1.96,1.98,0.4,0.32,0.56
251,2020,45,AR,6,4.93,0.36,6.14,2.34,5.58,6.12,3.25,4.57,1.01,1.88,2.0,0.49,0.3,0.62
252,2020,46,AR,6,5.47,0.37,6.53,2.37,5.71,6.51,3.43,5.04,1.11,2.0,2.18,0.41,0.32,0.6
253,2020,47,AR,6,5.7,0.4,6.77,2.49,5.78,6.42,3.37,4.96,1.17,2.01,2.1,0.39,0.3,0.63
254,2020,48,AR,6,5.22,0.36,6.52,2.38,5.82,5.94,3.51,4.86,1.1,2.12,2.15,0.34,0.26,0.5
255,2020,49,AR,6,5.61,0.35,6.79,2.35,5.99,6.37,3.56,5.0,1.12,2.03,2.21,0.43,0.31,0.63
256,2020,50,AR,6,5.52,0.35,6.53,2.35,5.93,6.28,3.45,4.91,1.15,2.09,2.08,0.35,0.3,0.62
257,2020,51,AR,6,5.44,0.37,6.71,2.4,5.66,5.85,3.46,4.83,1.02,2.04,2.05,0.32,0.24,0.64
258,2020,52,AR,6,5.68,0.39,7.0,2.66,5.88,5.83,3.84,5.0,1.04,2.15,2.21,0.27,0.23,0.57
259,2020,53,AR,6,5.84,0.41,7.65,2.65,6.47,6.28,4.08,5.34,1.08,2.4,2.75,0.29,0.18,0.55
260,2020,2,CA,9,6.68,0.32,13.1,3.75,5.7,5.9,4.01,5.27,0.93,1.71,2.13,0.34,0.27,0.48
261,2020,3,CA,9,6.87,0.33,11.92,3.44,5.5,5.83,4.13,5.36,0.9,1.66,2.11,0.34,0.27,0.49
262,2020,4,CA,9,7.31,0.37,12.58,3.54,6.66,5.93,4.25,5.43,0.97,1.69,2.25,0.34,0.26,0.5
263,2020,5,CA,9,7.36,0.4,12.66,3.69,5.65,5.92,3.98,5.19,1.03,1.71,2.14,0.35,0.26,0.51
264,2020,6,CA,9,7.23,0.38,12.12,3.7,5.46,5.92,4.0,5.1,1.03,1.7,2.09,0.35,0.26,0.5
265,2020,7,CA,9,7.12,0.37,11.77,3.65,5.62,5.92,4.03,5.18,1.0,1.7,2.15,0.34,0.26,0.51
266,2020,8,CA,9,6.73,0.35,11.19,3.58,5.75,6.17,4.03,5.28,1.03,1.71,2.23,0.36,0.26,0.53
267,2020,9,CA,9,7.54,0.36,11.77,3.74,5.66,6.11,3.85,5.29,1.1,1.64,2.17,0.36,0.26,0.57
268,2020,10,CA,9,8.31,0.42,13.22,4.23,5.4,6.0,3.79,5.27,1.27,1.68,2.06,0.51,0.25,0.53
269,2020,11,CA,9,15.06,0.77,18.53,5.14,5.19,5.9,3.59,5.57,2.1,2.0,1.83,0.42,0.22,0.58
270,2020,12,CA,9,20.56,1.01,17.78,5.69,5.87,4.85,3.03,5.25,2.67,2.48,1.65,0.3,0.18,0.47
271,2020,13,CA,9,13.69,0.79,12.99,4.19,6.11,5.09,2.96,4.87,2.45,2.49,1.84,0.32,0.19,0.46
272,2020,14,CA,9,11.24,0.65,10.07,3.43,6.01,5.2,2.92,4.67,1.98,2.33,1.94,0.32,0.19,0.5
273,2020,15,CA,9,8.34,0.47,7.76,2.78,5.81,4.96,2.87,4.45,1.66,2.19,2.0,0.37,0.21,0.44
274,2020,16,CA,9,6.76,0.41,6.01,2.16,5.64,5.15,2.85,4.33,1.33,1.87,2.02,0.4,0.21,0.46
275,2020,17,CA,9,6.18,0.36,5.32,1.93,5.56,5.36,2.88,4.45,1.21,1.79,2.0,0.37,0.21,0.48
276,2020,18,CA,9,5.97,0.29,4.95,1.82,5.35,5.41,2.87,4.52,1.13,1.73,2.0,0.36,0.21,0.49
277,2020,19,CA,9,7.86,0.29,4.6,1.73,5.13,5.49,2.84,4.44,1.06,1.65,2.0,0.34,0.21,0.5
278,2020,20,CA,9,7.86,0.29,4.55,1.7,5.13,5.55,2.96,4.61,1.05,1.69,2.0,0.35,0.22,0.49
279,2020,21,CA,9,5.91,0.28,4.15,1.66,5.23,5.54,2.95,4.58,0.99,1.66,2.04,0.36,0.21,0.5
280,2020,22,CA,9,5.29,0.28,3.75,1.58,5.1,5.3,2.92,4.55,1.06,1.68,2.03,0.35,0.22,0.48
281,2020,23,CA,9,5.13,0.27,3.49,1.46,4.96,5.23,2.84,4.43,0.95,1.6,2.0,0.37,0.2,0.49
282,2020,24,CA,9,5.6,0.32,3.81,1.6,5.26,5.77,3.09,4.7,0.96,1.64,2.14,0.34,0.21,0.53
283,2020,25,CA,9,5.8,0.36,4.05,1.74,5.28,5.85,3.28,4.88,1.0,1.74,2.2,0.35,0.21,0.54
284,2020,26,CA,9,6.81,0.47,5.32,1.97,5.61,6.22,3.42,5.25,1.16,1.83,2.33,0.36,0.21,0.58
285,2020,27,CA,9,7.27,0.53,5.01,2.12,5.61,6.0,3.33,5.14,1.17,1.89,2.29,0.36,0.22,0.56
286,2020,28,CA,9,7.59,0.54,4.99,2.18,5.74,6.24,3.38,5.31,1.24,1.91,2.36,0.37,0.23,0.6
287,2020,29,CA,9,7.23,0.46,4.85,2.19,5.75,6.07,3.29,5.11,1.21,1.9,2.31,0.35,0.22,0.59
288,2020,30,CA,9,6.37,0.39,4.58,2.08,5.74,6.03,3.4,5.17,1.13,1.88,2.29,0.35,0.22,0.58
289,2020,31,CA,9,6.14,0.36,4.29,2.02,5.67,5.87,3.34,5.45,1.04,1.87,2.26,0.35,0.22,0.55
290,2020,32,CA,9,5.5,0.33,4.06,1.91,5.5,5.85,3.23,5.5,0.97,1.73,2.22,0.38,0.23,0.55
291,2020,33,CA,9,5.44,0.3,3.8,1.78,5.34,5.68,3.16,5.21,0.91,1.61,2.17,0.38,0.22,0.53
292,2020,34,CA,9,4.73,0.25,3.53,1.6,5.01,5.46,3.01,4.88,0.87,1.52,2.04,0.4,0.22,0.56
293,2020,35,CA,9,4.63,0.24,3.55,1.62,5.05,5.72,3.16,4.98,0.86,1.57,2.07,0.4,0.21,0.55
294,2020,36,CA,9,4.74,0.25,3.66,1.64,5.15,5.83,3.13,5.0,0.87,1.64,2.13,0.42,0.21,0.54
295,2020,37,CA,9,4.65,0.24,3.77,1.66,5.17,5.67,3.04,4.93,0.92,1.58,2.18,0.4,0.21,0.52
296,2020,38,CA,9,4.95,0.27,3.92,1.71,5.23,6.01,3.0,4.83,0.92,1.61,2.13,0.43,0.22,0.57
297,2020,39,CA,9,4.72,0.26,4.04,1.76,5.27,6.12,3.07,4.92,0.93,1.64,2.13,0.42,0.23,0.57
298,2020,40,CA,9,5.02,0.34,4.17,1.77,5.24,6.29,3.24,4.85,0.91,2.29,2.13,0.44,0.22,0.61
299,2020,41,CA,9,5.16,0.31,4.5,1.86,5.2,6.14,3.2,4.87,0.99,1.66,2.12,0.41,0.23,0.57
300,2020,42,CA,9,4.84,0.29,4.25,1.81,5.32,6.06,3.14,4.83,0.91,1.58,2.15,0.41,0.24,0.57
301,2020,43,CA,9,4.62,0.25,4.36,1.84,5.19,6.01,3.1,4.84,0.9,1.58,2.11,0.4,0.23,0.55
302,2020,44,CA,9,4.87,0.29,4.74,1.88,5.06,5.67,3.11,4.49,1.4,1.5,2.0,0.42,0.23,0.51
303,2020,45,CA,9,4.56,0.27,4.54,1.9,4.88,5.32,2.87,4.27,0.85,1.49,1.88,0.46,0.22,0.48
304,2020,46,CA,9,5.04,0.29,5.39,2.11,5.2,5.58,3.02,4.39,0.91,1.58,1.98,0.39,0.24,0.49
305,2020,47,CA,9,5.59,0.36,5.84,2.3,5.48,5.75,3.05,4.49,0.99,1.65,2.06,0.39,0.24,0.54
306,2020,48,CA,9,5.5,0.36,6.01,2.37,5.31,5.17,3.14,4.33,0.95,1.69,1.97,0.32,0.22,0.46
307,2020,49,CA,9,6.19,0.43,6.79,2.43,5.64,5.73,3.14,4.44,1.21,1.71,2.06,0.38,0.23,0.53
308,2020,50,CA,9,6.42,0.45,7.02,2.4,5.62,5.65,3.1,4.51,1.08,1.77,2.03,0.39,0.25,0.56
309,2020,51,CA,9,6.37,0.45,7.01,2.37,5.57,5.45,3.08,4.4,1.06,1.79,2.06,0.35,0.22,0.53
310,2020,52,CA,9,6.21,0.47,7.0,2.49,5.6,5.05,3.26,4.4,1.06,1.85,2.22,0.27,0.19,0.47
311,2020,53,CA,9,6.4,0.47,7.49,2.55,6.16,5.43,3.54,4.75,1.1,2.06,2.75,0.29,0.2,0.48
312,2020,2,CO,8,5.6,0.26,10.79,3.18,5.28,5.43,3.94,5.12,0.83,1.49,1.92,0.28,0.25,0.41
313,2020,3,CO,8,5.98,0.27,10.09,3.04,5.16,5.42,4.01,5.18,0.81,1.49,1.94,0.26,0.25,0.43
314,2020,4,CO,8,6.53,0.32,11.13,3.15,6.25,5.63,4.39,5.46,0.85,1.53,2.08,0.27,0.26,0.45
315,2020,5,CO,8,6.63,0.35,11.2,3.23,5.27,5.5,4.25,5.26,0.9,1.53,1.95,0.28,0.25,0.43
316,2020,6,CO,8,6.16,0.3,10.52,3.08,5.02,5.21,3.94,4.99,0.88,1.53,1.83,0.26,0.24,0.41
317,2020,7,CO,8,5.73,0.28,9.74,2.93,5.22,5.39,3.89,4.91,0.84,1.51,1.92,0.28,0.24,0.43
318,2020,8,CO,8,5.6,0.28,9.43,3.0,5.25,5.48,3.87,4.99,0.84,1.53,1.95,0.28,0.25,0.44
319,2020,9,CO,8,6.29,0.28,10.17,3.21,5.16,5.45,3.8,5.06,0.91,1.51,1.93,0.29,0.25,0.45
320,2020,10,CO,8,7.07,0.36,11.85,3.6,5.0,5.44,3.77,5.07,1.07,1.49,1.88,0.42,0.24,0.45
321,2020,11,CO,8,13.92,0.76,17.39,4.53,4.56,5.27,3.55,5.48,1.8,1.72,1.64,0.36,0.2,0.43
322,2020,12,CO,8,19.67,1.01,15.28,4.86,4.95,4.26,2.92,4.85,2.3,2.15,1.45,0.23,0.18,0.4
323,2020,13,CO,8,12.44,0.8,10.89,3.35,5.13,4.29,2.69,4.35,2.09,2.11,1.59,0.24,0.17,0.37
324,2020,14,CO,8,9.74,0.6,8.38,2.57,5.06,4.57,2.66,4.14,1.69,1.94,1.63,0.26,0.18,0.42
325,2020,15,CO,8,7.57,0.47,6.56,2.23,4.91,4.42,2.55,4.03,1.42,1.74,1.66,0.32,0.18,0.36
326,2020,16,CO,8,6.03,0.35,5.29,1.73,4.85,4.38,2.62,3.89,1.15,1.65,1.72,0.31,0.19,0.36
327,2020,17,CO,8,5.8,0.31,4.8,1.58,4.81,4.62,2.56,3.88,1.06,1.6,1.67,0.29,0.2,0.39
328,2020,18,CO,8,5.89,0.31,4.32,1.46,4.75,4.75,2.55,3.94,0.98,1.47,1.71,0.29,0.2,0.4
329,2020,19,CO,8,7.02,0.28,4.07,1.39,4.42,4.67,2.5,3.85,0.91,1.41,1.66,0.27,0.2,0.38
330,2020,20,CO,8,6.99,0.29,3.98,1.38,4.52,4.75,2.65,3.95,0.87,1.46,1.71,0.27,0.21,0.4
331,2020,21,CO,8,5.37,0.27,3.52,1.38,4.57,4.72,2.65,4.04,0.82,1.38,1.75,0.26,0.19,0.39
332,2020,22,CO,8,4.4,0.23,3.13,1.29,4.46,4.65,2.6,3.91,0.87,1.47,1.77,0.24,0.19,0.39
333,2020,23,CO,8,4.08,0.23,3.0,1.24,4.47,4.74,2.61,3.94,0.82,1.41,1.81,0.28,0.18,0.41
334,2020,24,CO,8,4.16,0.21,3.04,1.27,4.61,5.13,2.81,4.12,0.81,1.43,1.88,0.28,0.2,0.44
335,2020,25,CO,8,4.28,0.22,3.25,1.38,4.58,5.24,2.88,4.36,0.78,1.43,1.92,0.26,0.2,0.46
336,2020,26,CO,8,4.44,0.29,4.09,1.42,4.84,5.51,2.9,4.61,0.86,1.46,1.97,0.28,0.21,0.47
337,2020,27,CO,8,4.68,0.31,3.49,1.48,4.76,5.18,2.96,4.62,0.85,1.5,1.94,0.29,0.2,0.46
338,2020,28,CO,8,5.22,0.32,3.54,1.62,4.85,5.44,3.02,4.87,0.88,1.49,2.05,0.32,0.21,0.49
339,2020,29,CO,8,5.24,0.31,3.65,1.62,4.91,5.34,2.92,4.55,0.9,1.52,2.0,0.27,0.2,0.49
340,2020,30,CO,8,5.61,0.28,3.51,1.62,4.93,5.35,3.0,4.65,0.86,1.49,1.96,0.29,0.22,0.47
341,2020,31,CO,8,4.76,0.26,3.49,1.62,4.86,5.12,2.91,4.79,0.83,1.57,1.98,0.28,0.21,0.44
342,2020,32,CO,8,4.62,0.26,3.54,1.6,4.85,5.25,2.91,4.91,0.81,1.44,1.94,0.31,0.21,0.46
343,2020,33,CO,8,4.35,0.24,3.5,1.53,4.7,5.07,2.87,4.67,0.77,1.36,1.89,0.31,0.22,0.46
344,2020,34,CO,8,4.29,0.23,3.4,1.47,4.51,4.94,2.76,4.39,0.7,1.29,1.8,0.29,0.2,0.5
345,2020,35,CO,8,4.07,0.22,3.48,1.46,4.44,5.02,2.78,4.55,0.72,1.32,1.79,0.33,0.19,0.44
346,2020,36,CO,8,4.17,0.23,3.64,1.63,4.68,5.12,2.77,4.41,0.74,1.41,1.87,0.34,0.2,0.45
347,2020,37,CO,8,4.12,0.22,3.85,1.64,4.65,4.9,2.72,4.35,0.73,1.36,1.77,0.3,0.22,0.44
348,2020,38,CO,8,4.37,0.25,3.96,1.75,4.68,5.32,2.75,4.39,0.74,1.36,1.76,0.36,0.21,0.46
349,2020,39,CO,8,4.29,0.27,4.13,1.75,4.78,5.43,2.76,4.41,0.77,1.39,1.85,0.33,0.21,0.47
350,2020,40,CO,8,4.47,0.3,4.22,1.73,4.65,5.32,2.93,4.14,0.76,2.07,1.78,0.36,0.21,0.47
351,2020,41,CO,8,4.77,0.32,4.58,1.77,4.76,5.32,2.93,4.27,0.84,1.44,1.79,0.32,0.22,0.48
352,2020,42,CO,8,4.42,0.27,4.3,1.75,4.67,5.03,2.85,4.17,0.79,1.41,1.8,0.28,0.23,0.45
353,2020,43,CO,8,4.42,0.28,4.56,1.76,4.68,5.01,2.82,4.05,0.81,1.42,1.79,0.32,0.2,0.45
354,2020,44,CO,8,4.77,0.33,4.89,1.91,4.82,4.96,2.95,4.03,0.8,1.43,1.76,0.35,0.21,0.44
355,2020,45,CO,8,5.19,0.4,5.01,2.06,4.85,4.93,2.72,3.9,0.81,1.4,1.74,0.37,0.19,0.43
356,2020,46,CO,8,5.5,0.4,5.58,2.08,5.08,5.26,2.9,4.15,0.91,1.51,1.88,0.31,0.22,0.46
357,2020,47,CO,8,5.61,0.41,5.55,2.03,5.14,5.22,2.85,4.1,0.94,1.57,1.88,0.32,0.21,0.46
358,2020,48,CO,8,4.87,0.35,5.01,1.89,4.88,4.73,2.86,4.0,0.86,1.57,1.79,0.26,0.2,0.39
359,2020,49,CO,8,4.77,0.31,5.03,1.75,5.24,5.1,2.86,4.09,0.84,1.55,1.9,0.29,0.23,0.45
360,2020,50,CO,8,4.29,0.29,4.62,1.62,5.02,4.97,2.72,3.99,0.82,1.5,1.81,0.3,0.23,0.44
361,2020,51,CO,8,4.03,0.23,4.26,1.63,4.91,4.76,2.72,3.96,0.78,1.5,1.82,0.27,0.22,0.41
362,2020,52,CO,8,3.69,0.22,3.98,1.6,4.71,4.55,2.85,3.94,0.77,1.55,1.87,0.23,0.17,0.38
363,2020,53,CO,8,4.01,0.22,4.29,1.76,5.29,4.88,3.18,4.27,0.82,1.69,2.34,0.24,0.19,0.39
364,2020,2,CT,1,6.02,0.34,11.18,3.12,5.66,6.09,3.99,5.41,0.9,1.85,2.09,0.32,0.3,0.51
365,2020,3,CT,1,6.69,0.35,11.08,3.11,5.57,6.15,4.04,5.39,0.91,1.76,2.11,0.33,0.28,0.51
366,2020,4,CT,1,7.23,0.39,12.23,3.25,6.88,6.16,4.48,5.63,0.91,1.77,2.23,0.32,0.25,0.54
367,2020,5,CT,1,7.78,0.46,12.77,3.5,5.52,6.25,4.27,5.6,0.98,1.75,2.08,0.35,0.27,0.53
368,2020,6,CT,1,8.04,0.5,13.41,3.58,5.71,6.6,4.48,5.72,1.03,1.89,2.2,0.33,0.24,0.52
369,2020,7,CT,1,7.57,0.45,12.5,3.54,5.78,6.36,4.56,5.76,1.01,1.89,2.18,0.34,0.27,0.51
370,2020,8,CT,1,6.74,0.41,11.27,3.33,5.99,6.53,4.43,5.7,0.98,1.86,2.19,0.36,0.28,0.58
371,2020,9,CT,1,7.02,0.37,11.21,3.38,5.62,6.2,4.24,5.82,1.09,1.81,2.1,0.35,0.24,0.6
372,2020,10,CT,1,7.43,0.38,12.3,3.82,5.45,6.12,4.26,5.86,1.18,1.78,2.04,0.48,0.25,0.58
373,2020,11,CT,1,15.0,0.87,17.73,4.72,5.05,5.83,3.94,6.08,2.01,2.02,1.71,0.38,0.21,0.54
374,2020,12,CT,1,21.61,1.24,15.71,5.04,5.76,4.79,3.18,5.63,2.52,2.44,1.6,0.26,0.17,0.42
375,2020,13,CT,1,14.69,1.04,11.49,3.41,6.04,4.83,2.96,5.02,2.28,2.54,1.67,0.33,0.17,0.46
376,2020,14,CT,1,12.85,0.9,9.97,3.06,6.09,5.18,2.88,4.88,2.07,2.52,1.72,0.31,0.18,0.48
377,2020,15,CT,1,9.88,0.73,7.78,2.54,5.78,4.9,2.8,4.57,1.78,2.27,1.83,0.35,0.2,0.46
378,2020,16,CT,1,7.64,0.53,6.2,2.01,5.51,4.87,2.79,4.34,1.47,2.1,1.85,0.39,0.2,0.43
379,2020,17,CT,1,6.82,0.47,5.66,1.74,5.41,5.18,2.8,4.48,1.39,2.05,1.82,0.35,0.22,0.48
380,2020,18,CT,1,6.47,0.39,4.79,1.6,5.25,5.16,2.69,4.44,1.22,1.96,1.83,0.34,0.21,0.47
381,2020,19,CT,1,9.09,0.3,4.44,1.51,4.93,5.03,2.72,4.3,1.06,1.78,1.78,0.34,0.19,0.46
382,2020,20,CT,1,8.67,0.31,4.17,1.45,4.92,5.07,2.65,4.22,1.04,1.75,1.84,0.32,0.17,0.45
383,2020,21,CT,1,5.46,0.27,3.88,1.42,4.68,5.02,2.6,4.24,0.98,1.63,1.75,0.32,0.2,0.44
384,2020,22,CT,1,4.61,0.27,3.35,1.35,4.59,4.94,2.7,4.35,1.07,1.67,1.85,0.32,0.19,0.48
385,2020,23,CT,1,4.45,0.21,3.13,1.29,4.65,5.0,2.67,4.27,0.98,1.57,1.79,0.33,0.2,0.46
386,2020,24,CT,1,4.31,0.24,3.03,1.3,4.71,5.26,2.78,4.53,0.91,1.64,1.91,0.32,0.23,0.48
387,2020,25,CT,1,4.38,0.27,3.14,1.32,4.78,5.43,3.04,4.72,0.87,1.59,2.01,0.32,0.19,0.51
388,2020,26,CT,1,4.72,0.3,4.18,1.52,5.1,5.69,3.13,5.27,0.94,1.66,2.12,0.32,0.2,0.52
389,2020,27,CT,1,4.7,0.31,3.54,1.55,5.15,5.51,3.12,5.13,0.95,1.74,2.22,0.35,0.19,0.51
390,2020,28,CT,1,5.11,0.33,3.41,1.6,5.27,5.78,3.17,5.25,1.02,1.71,2.21,0.35,0.2,0.53
391,2020,29,CT,1,5.45,0.34,3.42,1.69,5.4,5.8,3.12,5.12,0.98,1.76,2.16,0.34,0.22,0.53
392,2020,30,CT,1,4.99,0.29,3.39,1.74,5.44,5.68,3.19,5.37,0.93,1.69,2.19,0.34,0.21,0.56
393,2020,31,CT,1,4.97,0.29,3.49,1.78,5.4,5.59,3.19,5.35,0.88,1.86,2.14,0.34,0.21,0.54
394,2020,32,CT,1,4.5,0.26,3.48,1.66,5.02,5.25,2.95,4.97,0.85,1.62,2.01,0.32,0.2,0.5
395,2020,33,CT,1,4.69,0.28,3.69,1.8,5.22,5.69,3.09,5.2,0.88,1.65,2.11,0.35,0.21,0.55
396,2020,34,CT,1,4.96,0.29,3.83,1.89,5.38,5.63,3.04,5.0,0.87,1.66,2.11,0.35,0.23,0.59
397,2020,35,CT,1,4.74,0.25,3.72,1.8,5.21,5.44,3.02,4.82,0.86,1.59,2.12,0.29,0.21,0.51
398,2020,36,CT,1,4.69,0.3,3.81,1.76,5.17,5.68,3.01,4.96,0.9,1.63,2.12,0.37,0.21,0.51
399,2020,37,CT,1,4.74,0.28,3.92,1.72,5.07,5.73,2.94,4.94,0.87,1.61,2.1,0.41,0.2,0.55
400,2020,38,CT,1,4.78,0.3,4.33,1.83,4.92,5.68,2.77,4.72,0.92,1.57,1.88,0.4,0.22,0.53
401,2020,39,CT,1,5.0,0.34,4.56,1.92,5.11,5.82,2.81,4.54,0.96,1.6,2.01,0.4,0.25,0.52
402,2020,40,CT,1,4.87,0.4,4.59,1.86,5.17,6.09,3.01,4.59,1.01,2.31,1.97,0.42,0.21,0.55
403,2020,41,CT,1,5.19,0.38,4.94,2.03,5.16,5.89,2.99,4.63,1.05,1.72,1.94,0.37,0.23,0.6
404,2020,42,CT,1,4.69,0.3,4.72,1.95,5.18,5.56,2.92,4.48,0.97,1.67,1.97,0.39,0.23,0.54
405,2020,43,CT,1,4.86,0.33,4.8,1.96,5.38,6.02,2.97,4.63,0.99,1.66,2.09,0.38,0.24,0.59
406,2020,44,CT,1,4.84,0.34,4.93,2.04,5.23,5.57,3.0,4.52,0.95,1.64,1.93,0.42,0.21,0.54
407,2020,45,CT,1,5.02,0.39,5.02,2.04,5.12,5.21,2.71,4.13,0.87,1.6,1.84,0.45,0.21,0.51
408,2020,46,CT,1,5.3,0.38,5.41,2.0,5.38,5.86,2.94,4.5,0.97,1.74,1.98,0.39,0.24,0.54
409,2020,47,CT,1,5.35,0.39,5.38,2.01,5.34,5.67,2.92,4.52,0.97,1.73,1.94,0.37,0.21,0.58
410,2020,48,CT,1,4.89,0.38,5.04,1.9,5.2,5.38,2.9,4.38,0.96,1.76,1.88,0.32,0.17,0.49
411,2020,49,CT,1,5.05,0.36,5.07,1.86,5.65,5.71,2.87,4.5,1.01,1.79,2.06,0.35,0.25,0.54
412,2020,50,CT,1,4.96,0.34,4.98,1.77,5.49,5.57,2.91,4.42,0.98,1.77,1.95,0.34,0.26,0.55
413,2020,51,CT,1,4.48,0.3,4.71,1.65,5.08,5.04,2.73,4.16,0.91,1.73,1.81,0.34,0.21,0.47
414,2020,52,CT,1,4.38,0.32,4.56,1.72,5.15,4.95,2.92,4.27,0.9,1.75,2.01,0.29,0.18,0.45
415,2020,53,CT,1,4.78,0.35,5.05,1.89,5.73,5.51,3.33,4.66,0.94,2.0,2.72,0.28,0.2,0.46
416,2020,2,DE,3,5.45,0.24,10.62,2.83,5.79,5.92,3.72,5.01,0.89,1.81,1.89,0.26,0.21,0.54
417,2020,3,DE,3,5.65,0.3,10.0,2.83,5.37,5.76,3.7,5.17,0.86,1.82,2.17,0.29,0.22,0.53
418,2020,4,DE,3,5.96,0.3,10.12,2.97,6.68,5.82,3.94,5.09,0.91,1.76,2.17,0.3,0.28,0.48
419,2020,5,DE,3,6.71,0.38,10.94,3.05,5.78,6.12,3.93,5.21,0.99,1.81,2.11,0.3,0.27,0.54
420,2020,6,DE,3,6.43,0.33,11.15,3.21,5.86,6.03,4.03,5.16,1.07,1.76,2.17,0.33,0.23,0.61
421,2020,7,DE,3,6.08,0.32,10.52,3.14,5.53,5.71,3.89,5.18,1.0,1.85,2.06,0.28,0.19,0.46
422,2020,8,DE,3,5.79,0.25,10.3,3.38,5.56,6.14,4.01,5.18,1.0,1.83,2.12,0.29,0.32,0.54
423,2020,9,DE,3,6.68,0.29,11.01,3.48,5.34,5.76,3.92,5.32,1.11,1.72,2.09,0.33,0.23,0.59
424,2020,10,DE,3,6.86,0.39,11.95,3.82,5.53,5.94,3.88,5.29,1.21,1.68,1.9,0.35,0.24,0.56
425,2020,11,DE,3,12.72,0.63,17.07,4.56,5.03,5.89,3.59,5.65,1.82,1.9,1.77,0.36,0.22,0.61
426,2020,12,DE,3,17.4,0.93,14.86,4.71,5.13,4.49,3.07,5.42,2.16,2.2,1.45,0.23,0.17,0.36
427,2020,13,DE,3,12.27,0.83,10.92,3.25,5.53,4.68,2.81,4.69,2.15,2.38,1.73,0.29,0.2,0.47
428,2020,14,DE,3,10.82,0.64,8.95,2.84,5.63,5.03,2.75,4.44,1.85,2.29,1.78,0.3,0.2,0.54
429,2020,15,DE,3,8.44,0.57,7.21,2.32,5.31,4.6,2.64,4.16,1.68,2.02,1.75,0.29,0.18,0.38
430,2020,16,DE,3,6.57,0.37,5.75,1.88,5.24,4.68,2.57,4.13,1.43,1.82,1.77,0.34,0.19,0.42
431,2020,17,DE,3,6.09,0.31,5.39,1.8,5.21,4.83,2.73,4.07,1.3,1.89,1.72,0.32,0.19,0.44
432,2020,18,DE,3,6.04,0.39,4.79,1.6,5.12,4.81,2.67,3.99,1.23,1.81,1.79,0.3,0.25,0.44
433,2020,19,DE,3,7.86,0.33,4.24,1.39,4.89,4.81,2.58,3.88,1.07,1.78,1.68,0.24,0.22,0.44
434,2020,20,DE,3,7.23,0.35,4.18,1.52,4.76,4.99,2.64,4.13,1.0,1.68,1.8,0.3,0.16,0.45
435,2020,21,DE,3,5.05,0.27,3.82,1.35,4.64,4.95,2.53,4.12,0.94,1.69,1.8,0.3,0.18,0.45
